Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,End_X,End_Y,End_Z,Surf_X,Surf_Y,Surf_Z
-1.9915415505195453,-0.9246463691119091,2.8747315857216886,-0.7567671247305441,-3.058567025948125,-2.497898771009763,647.195217136827,35.312717089829526,360.4827011649298,174.1567496764443,887.1872138219474,494.748753504494
-1.8439966651591941,2.085644157367965,1.641245012844097,-0.3355858446242048,1.9457835297750607,1.4891671203756287,697.2201510474653,257.4980974365383,318.57839506680176,174.6476313654371,887.6645945589253,494.21852449795597
2.15905236529526,-2.818505178187574,-2.0544105729958515,-1.4830468758591673,-1.4278816738061992,2.953616054097308,414.82257562297576,400.6065238086117,448.4852984835235,174.1567496764443,887.1872138219474,494.748753504494
-1.817975538754798,2.1319173261002913,-1.708093196452675,0.2937648977485656,2.2645505434241944,1.929300683622948,770.0159748221379,457.8837774282187,636.9745968324536,176.01849754705378,887.6659622049433,517.177634324813
0.03502249734811347,1.2635785249558094,1.428565508760827,-2.2401339016414563,0.45854812220137653,1.799469523172558,760.2177908910804,800.158441516894,510.1776663158496,508.3028411611554,1187.45880499025,830.566564709413
2.2875694061229073,-0.18844131258777352,1.727385796851519,-2.4864898144129244,-0.08204776209770959,-3.0442230759044264,123.2791430595358,298.82668845185646,532.1280561021119,143.3772098515795,888.6271136791881,524.6363522020561
-0.441884635392217,0.914238367240884,-1.6091722234230348,2.562208339930324,-2.9643241363047084,-2.9550118304123387,17.000096501556317,739.4163492456605,449.72569422317986,136.78179912234378,888.8222006162391,488.96603016155
-1.2004898147335954,1.7859628213598393,-0.6068343290175564,2.142600333734457,0.002633560265783874,2.113143412622522,460.99706562895784,628.4289615793194,962.9716626814095,533.052362006541,1149.9599204910958,1000.9913703782095
3.057744376138797,-2.389379733046733,2.0888872685715807,1.8837936085264895,-0.06810486711429942,1.892909508897664,326.2547157705351,257.5693147325132,695.9794653631038,175.46801298059938,887.1885220050943,516.709641164965
-2.1376916281121288,1.1352511736650266,0.3763610111097111,1.2029154678773475,0.11275880230278412,-2.4592260455704613,991.8959715708882,404.16335792155013,286.0586624514963,174.6476313654371,887.6645945589253,494.21852449795597
0.8100480339823113,0.1744360759897794,1.3518599068911268,-2.640940128271674,0.13903687957689703,-0.35490611504531433,917.1021986652243,277.41709860995235,753.5766471863747,535.8768926792286,1149.98173110692,1000.8445685523207
